make,model,variant,mileage,first_registration,powe_kw,drive_type,features_autopilot,tires_summer,tires_winter,tires_all_season,tires_total_sets,features_heatpump,features_pano_roof,features_trailer_hitch,battery_netto,battery_brutto,color,upholstery,taxation,accident_free,number_of_keys,damage_description,auction_start_date,auction_end_date,status,highest_bid_price,number_of_bids,list_price,acc,number_of_seats,electric_seats,leather_seats,head_up_display,seat_heating,sport_seat_type,heated_steering_wheel,sport_steering_wheel,leather_steering_wheel,camera_type,trailer_hitch_seller,paint_color,upholstery,equipment,charging_cables,document_type,documents,form_of_ownership,seller_type,special_equipment_price,accident_free_cardentity,service_maintained,smoker_car,pet_car,auction_id,auction_short_id,auction_sequence,activated_at,auction_created_at,highest_bider_id,highest_bid_at,bids_count_calc,max_bid_offer_amount,min_bid_offer_amount,last_bid_at,is_highland,highland_logic_reason
Tesla,Model Y,"Long Range Dual AWD (75.0 kWh, 378.0 kW)",46500,2022-09-15,378,awd,Standard,1,0,0,1,t,t,,75,78.1,,,marginally_taxed,t,2,Sticker on tailgate; Rims have curb damage; Original Tesla tow hitch was retrofitted,2025-04-28 09:00:00+00,2025-10-24 09:00:00+00,closed_seller_declined,31100.0,2,54990,acc,,,,,front_and_rear_seats,none,,,,rear,t,,,"{""specialEquipment"": [], ""standardEquipment"": [""14 speaker(s)"", ""Acoustic pedestrian protection (warning speaker)"", ""Airbag driver side/passenger side"", ""Antilock braking system (ABS)"", ""Body: 5-door"", ""Center armrest front with storage compartment"", ""Central locking system / starting system Keyless-Entry"", ""Colour touchscreen (15,0 inch)"", ""Cruise control"", ""Custom paintwork Pearl white"", ""Daytime running lights LED"", ""Driver assistance system: automatic distance control (ACC)"", ""Driver assistance system: autopilot Generation 1.0"", ""Electric motor 378 kW (cont. 153 kW)"", ""Electronic Stability Control (ESP)"", ""Exterior mirror electrically heated and folding"", ""Front fog lights LED"", ""Hands-free system Bluetooth"", ""Head airbag system (windowbag) front + rear"", ""Headlight LED"", ""Headlight leveling control electric"", ""Heating/air-conditioning: heat pump (Supermanifold)"", ""HV battery 75 kWh"", ""Interior equipment black"", ""Kneebag driver side/passenger side"", ""Light-alloy rims"", ""Multi-media interface 2 x USB (type C) front and 2 x USB charging port (type C) center console rear"", ""Navigation system with map display"", ""Panoramic glass roof (fully-glazed roof surface)"", ""Radio reception digital (DAB+)"", ""Rain sensor"", ""Rear seat backrest split/folding (60:40)"", ""Reversing camera HD"", ""Seat heating front"", ""Seat heating rear"", ""Seats front electrically adjustable"", ""Sensor Temperature/window fogging detection"", ""Sidebag front"", ""Sound system Premium"", ""Steering wheel with multiple function"", ""Subwoofer"", ""Tire pressure control system"", ""Transmission for electric vehicle"", ""Type of drive: all-wheel drive"", ""Voice control system"", ""Wheelbase 2890 mm"", ""Wi-Fi on Board"", ""Windshield washer jets heated""]}",{no_cable},,"{registration_certificate_part_1,registration_certificate_part_2,coc_certificate}",owned,private,0,t,t,f,f,0de5c69a-821b-4ed0-9c40-c20f80c0a5bf,5kzf0c,1,2025-10-22 10:47:49.259+00,2025-10-22 10:46:50.069+00,0a13efab-e0f3-420c-a516-38bb46085747,2025-10-24 08:25:23.762+00,2,31100,30300,2025-10-24 08:25:23.343+00,FALSE,Old Date & Not Labeled
Tesla,Model 3,"Standard Range Plus RWD (58.0 kWh, 239.0 kW)",49000,2022-12-08,208,rwd,Standard,1,1,0,2,t,t,,57.5,60,,,marginally_taxed,f,2,"Description not available; Rims scratched; Parking bump and later wildlife damage on the rear left, scratches on the right sill, all repaired.; Rear spoiler lip (Performance model)",2025-04-28 09:00:00+00,2025-10-23 09:00:00+00,closed_seller_declined,17700.0,1,45560,acc,,,,,front_seats,none,,,,rear,t,,,"{""specialEquipment"": [], ""standardEquipment"": [""15 speaker(s)"", ""Airbag driver side/passenger side"", ""Antilock braking system (ABS)"", ""Body: 4-door"", ""Center armrest front with storage compartment"", ""Central locking system / starting system Keyless-Entry"", ""Custom paintwork Pearl white"", ""Driver assistance system: automatic distance control (ACC) with forward-radar assistant"", ""Driver assistance system: autonomous emergency braking assistance (AEB)"", ""Driver assistance system: autopilot (Basic)"", ""Driver assistance system: collision warning system (Forward Collision Warning, FCW)"", ""Electric motor 239 kW"", ""Exterior mirror electrically heated and folding"", ""Exterior mirror fold-up"", ""Front fog lights LED"", ""Glass roof fixed"", ""Head airbag system (windowbag) front + rear"", ""Heating/air-conditioning: heat pump (Supermanifold)"", ""HV battery 60 kWh"", ""Inductive charging tray for Smartphone"", ""Interior equipment Premium black"", ""Kneebag driver side/passenger side"", ""Liftgate opening electr."", ""Light-alloy rims"", ""Model year 2021"", ""Multi-media interface 2 x USB (type C) front and 2 x USB charging port (type C) center console rear"", ""Parking brake electronic (EPB)"", ""Rear lights LED"", ""Rear seat backrest split/folding (60:40)"", ""Reversing camera HD"", ""Seat heating front"", ""Seats front electrically adjustable (12-way)"", ""Sound system Premium"", ""Steering wheel heated"", ""Subwoofer"", ""Transmission for electric vehicle"", ""Type of drive: rear-wheel drive"", ""Voice control system"", ""Wi-Fi on Board""]}","{type_2,schuko}",,"{registration_certificate_part_1,registration_certificate_part_2,coc_certificate}",owned,private,0,f,t,f,f,cc61b902-35f8-4702-b7d2-0fe3edcf9f91,cw47vh,1,2025-10-21 15:16:20.793+00,2025-10-21 14:09:47.863+00,ba534c12-53d5-4dff-bc58-ec03aed50dd6,2025-10-23 08:46:18.291+00,1,17700,17700,2025-10-23 08:46:17.951+00,FALSE,Old Date & Not Labeled
Tesla,Model 3,"Standard Range Plus (60 kWh, 208 kW)",36254,2023-07-28,208,rwd,Standard,0,0,1,1,t,t,,57,60,,,marginally_taxed,f,2,"Light wear on seats and steering wheel, small scratch on the center console; 3 out of 4 rims slightly to heavily scratched from contact with the curb; Dent and scratches on the left rear door due to side contact with the garage door. Repaired with original parts by a professional workshop.; Scratches on the underbody from slight grounding; Rubber mats for interior, trunk, and frunk",2025-04-28 09:00:00+00,2025-10-23 09:00:00+00,closed_seller_declined,23800.0,3,49560,acc,,,,,front_seats,none,,,,rear,f,,,"{""specialEquipment"": [], ""standardEquipment"": [""15 speaker(s)"", ""Airbag driver side/passenger side"", ""Antilock braking system (ABS)"", ""Body: 4-door"", ""Center armrest front with storage compartment"", ""Central locking system / starting system Keyless-Entry"", ""Custom paintwork Pearl white"", ""Driver assistance system: automatic distance control (ACC) with forward-radar assistant"", ""Driver assistance system: autonomous emergency braking assistance (AEB)"", ""Driver assistance system: autopilot (Basic)"", ""Driver assistance system: collision warning system (Forward Collision Warning, FCW)"", ""Electric motor 239 kW"", ""Exterior mirror electrically heated and folding"", ""Exterior mirror fold-up"", ""Front fog lights LED"", ""Glass roof fixed"", ""Head airbag system (windowbag) front + rear"", ""Heating/air-conditioning: heat pump (Supermanifold)"", ""HV battery 60 kWh"", ""Inductive charging tray for Smartphone"", ""Interior equipment Premium black"", ""Kneebag driver side/passenger side"", ""Liftgate opening electr."", ""Light-alloy rims"", ""Model year 2021"", ""Multi-media interface 2 x USB (type C) front and 2 x USB charging port (type C) center console rear"", ""Parking brake electronic (EPB)"", ""Rear lights LED"", ""Rear seat backrest split/folding (60:40)"", ""Reversing camera HD"", ""Seat heating front"", ""Seats front electrically adjustable (12-way)"", ""Sound system Premium"", ""Steering wheel heated"", ""Subwoofer"", ""Transmission for electric vehicle"", ""Type of drive: rear-wheel drive"", ""Voice control system"", ""Wi-Fi on Board""]}","{type_2,schuko}",,"{registration_certificate_part_1,registration_certificate_part_2,coc_certificate}",owned,private,0,t,f,f,f,db13df0e-5e0d-4b1b-89cf-444903f7ecf1,bq9ses,1,2025-10-21 13:34:56.07+00,2025-10-21 13:31:25.985+00,6635ecf6-6fa0-42eb-968c-a7291c39868a,2025-10-23 08:23:51.035+00,3,23800,20100,2025-10-23 08:47:49.859+00,FALSE,Old Date & Not Labeled
Tesla,Model 3,"Performance Dual AWD (75.0 kWh, 358.0 kW)",48494,2019-09-19,377,awd,Enhanced,1,1,0,2,f,t,,73.5,78.8,,,marginally_taxed,t,2,Light curb damage; Wear on carbon spoiler,2025-04-28 09:00:00+00,2025-10-23 09:00:00+00,closed_seller_accepted,23100.0,2,68480,acc,,,,,front_seats,none,,,,rear,f,,,"{""specialEquipment"": [], ""standardEquipment"": [""15 speaker(s)"", ""Airbag driver side/passenger side"", ""Antilock braking system (ABS)"", ""Body: 4-door"", ""Center armrest front with storage compartment"", ""Central locking system / starting system Keyless-Entry"", ""Custom paintwork Pearl white"", ""Driver assistance system: automatic distance control (ACC) with forward-radar assistant"", ""Driver assistance system: autonomous emergency braking assistance (AEB)"", ""Driver assistance system: autopilot (Basic)"", ""Driver assistance system: collision warning system (Forward Collision Warning, FCW)"", ""Electric motor 258 kW (cont. 153 kW)"", ""Electronic Stability Control (ESP)"", ""Exterior mirror electrically heated and folding"", ""Exterior mirror fold-up"", ""Front fog lights LED"", ""Glass roof fixed"", ""Head airbag system (windowbag) front + rear"", ""Heating/air-conditioning: heat pump (Supermanifold)"", ""Inductive charging tray for Smartphone"", ""Interior equipment Premium black"", ""Kneebag driver side/passenger side"", ""Liftgate opening electr."", ""Light-alloy rims"", ""Multi-media interface 2 x USB (type C) front and 2 x USB charging port (type C) center console rear"", ""Parking brake electronic (EPB)"", ""Rear lights LED"", ""Rear seat backrest split/folding (60:40)"", ""Reversing camera HD"", ""Seat heating front"", ""Seats front electrically adjustable (12-way)"", ""Sidebag front"", ""Sound system Premium"", ""Steering wheel heated"", ""Subwoofer"", ""Transmission for electric vehicle"", ""Type of drive: all-wheel drive"", ""Voice control system"", ""Wi-Fi on Board""]}","{type_2,schuko}",,"{registration_certificate_part_1,registration_certificate_part_2,coc_certificate}",owned,private,5200,t,t,f,f,f8ef90a5-0e7d-4f80-874e-e713372c5104,6qz17y,1,2025-10-21 13:09:24.352+00,2025-10-21 13:07:00.625+00,cd76bc93-117b-4143-8faf-a11c6dc795cb,2025-10-23 07:23:12.402+00,2,23100,16600,2025-10-23 08:48:31.354+00,FALSE,Old Date & Not Labeled
Tesla,Model Y,"Long Range Dual AWD (75.0 kWh, 378.0 kW)",30000,2024-02-26,378,awd,Standard,0,1,1,2,t,t,,75,78.1,,,marginally_taxed,t,2,Stone chips on the front trunk lid; Rims scratched,2025-04-28 09:00:00+00,2025-10-23 09:00:00+00,closed_seller_declined,36600.0,4,54990,acc,,,,,front_and_rear_seats,none,,,,rear,f,,,"{""specialEquipment"": [], ""standardEquipment"": [""14 speaker(s)"", ""Acoustic pedestrian protection (warning speaker)"", ""Airbag driver side/passenger side"", ""Antilock braking system (ABS)"", ""Body: 5-door"", ""Center armrest front with storage compartment"", ""Central locking system / starting system Keyless-Entry"", ""Colour touchscreen (15,0 inch)"", ""Cruise control"", ""Custom paintwork Pearl white"", ""Daytime running lights LED"", ""Driver assistance system: automatic distance control (ACC)"", ""Driver assistance system: autopilot Generation 1.0"", ""Electric motor 378 kW (cont. 153 kW)"", ""Electronic Stability Control (ESP)"", ""Exterior mirror electrically heated and folding"", ""Front fog lights LED"", ""Hands-free system Bluetooth"", ""Head airbag system (windowbag) front + rear"", ""Headlight LED"", ""Headlight leveling control electric"", ""Heating/air-conditioning: heat pump (Supermanifold)"", ""HV battery 75 kWh"", ""Interior equipment black"", ""Kneebag driver side/passenger side"", ""Light-alloy rims"", ""Multi-media interface 2 x USB (type C) front and 2 x USB charging port (type C) center console rear"", ""Navigation system with map display"", ""Panoramic glass roof (fully-glazed roof surface)"", ""Radio reception digital (DAB+)"", ""Rain sensor"", ""Rear seat backrest split/folding (60:40)"", ""Reversing camera HD"", ""Seat heating front"", ""Seat heating rear"", ""Seats front electrically adjustable"", ""Sensor Temperature/window fogging detection"", ""Sidebag front"", ""Sound system Premium"", ""Steering wheel with multiple function"", ""Subwoofer"", ""Tire pressure control system"", ""Transmission for electric vehicle"", ""Type of drive: all-wheel drive"", ""Voice control system"", ""Wheelbase 2890 mm"", ""Wi-Fi on Board"", ""Windshield washer jets heated""]}","{type_2,schuko}",,"{registration_certificate_part_1,registration_certificate_part_2,coc_certificate}",financing,private,0,t,t,f,f,f1522d56-a1ae-491c-8ac3-49eb94abb6e3,n89g43,1,2025-10-21 13:07:22.607+00,2025-10-21 13:01:49.201+00,7b014634-66aa-4834-b581-b59f7d7f3c1c,2025-10-23 08:59:08.674+00,4,36600,33300,2025-10-23 08:59:08.279+00,FALSE,Old Date & Not Labeled
Tesla,Model 3,"Standard Range (60.0 kWh, 208.0 kW)",72000,2022-11-15,208,rwd,Standard,1,1,0,2,t,t,,57,60,,,marginally_taxed,t,2,Glass front; Winter rims are scratched.,2025-04-28 09:00:00+00,2025-10-23 09:00:00+00,closed_seller_accepted,23400.0,2,45560,acc,,,,,front_seats,none,,,,rear,f,,,"{""specialEquipment"": [], ""standardEquipment"": [""15 speaker(s)"", ""Airbag driver side/passenger side"", ""Antilock braking system (ABS)"", ""Body: 4-door"", ""Center armrest front with storage compartment"", ""Central locking system / starting system Keyless-Entry"", ""Custom paintwork Pearl white"", ""Driver assistance system: automatic distance control (ACC) with forward-radar assistant"", ""Driver assistance system: autonomous emergency braking assistance (AEB)"", ""Driver assistance system: autopilot (Basic)"", ""Driver assistance system: collision warning system (Forward Collision Warning, FCW)"", ""Electric motor 239 kW"", ""Exterior mirror electrically heated and folding"", ""Exterior mirror fold-up"", ""Front fog lights LED"", ""Glass roof fixed"", ""Head airbag system (windowbag) front + rear"", ""Heating/air-conditioning: heat pump (Supermanifold)"", ""HV battery 60 kWh"", ""Inductive charging tray for Smartphone"", ""Interior equipment Premium black"", ""Kneebag driver side/passenger side"", ""Liftgate opening electr."", ""Light-alloy rims"", ""Model year 2021"", ""Multi-media interface 2 x USB (type C) front and 2 x USB charging port (type C) center console rear"", ""Parking brake electronic (EPB)"", ""Rear lights LED"", ""Rear seat backrest split/folding (60:40)"", ""Reversing camera HD"", ""Seat heating front"", ""Seats front electrically adjustable (12-way)"", ""Sound system Premium"", ""Steering wheel heated"", ""Subwoofer"", ""Transmission for electric vehicle"", ""Type of drive: rear-wheel drive"", ""Voice control system"", ""Wi-Fi on Board""]}",{type_2},,"{registration_certificate_part_1,registration_certificate_part_2,coc_certificate}",owned,private,0,f,t,f,f,4b34d544-85a4-49f3-9309-dd1046113076,sf0r5e,1,2025-10-21 08:49:46.02+00,2025-10-21 08:39:59.555+00,df42592d-f73a-424f-ba89-2dd3be8e46d2,2025-10-23 07:28:26.675+00,2,23400,22700,2025-10-23 08:52:53.039+00,FALSE,Old Date & Not Labeled
Tesla,Model 3,"Long Range Dual AWD (75.0 kWh, 350.0 kW)",75130,2020-06-18,324,awd,Standard,1,1,0,2,f,t,,73.5,78.8,,,marginally_taxed,t,2,"Rear, rear left, rear right; Glass front; Scratches on rear bumper, paint chips on hood, scratches on chrome trim, scratches on side panel; Winter tires have two dents, summer tires and rims without damage; Rear bumper was replaced after a minor rear impact, expert report is available; Normal wear consistent with vehicle age and mileage; Rear was repainted once",2025-04-28 09:00:00+00,2025-10-22 09:00:00+00,closed_seller_accepted,21300.0,1,57418,acc,,,,,front_seats,none,,,,rear,f,,,"{""specialEquipment"": [""Electric motor 258 kW (cont. 153 kW)""], ""standardEquipment"": [""15 speaker(s)"", ""Airbag driver side/passenger side"", ""Antilock braking system (ABS)"", ""Body: 4-door"", ""Center armrest front with storage compartment"", ""Central locking system / starting system Keyless-Entry"", ""Custom paintwork Pearl white"", ""Driver assistance system: automatic distance control (ACC) with forward-radar assistant"", ""Driver assistance system: autonomous emergency braking assistance (AEB)"", ""Driver assistance system: autopilot (Basic)"", ""Driver assistance system: collision warning system (Forward Collision Warning, FCW)"", ""Electronic Stability Control (ESP)"", ""Exterior mirror electrically heated and folding"", ""Exterior mirror fold-up"", ""Front fog lights LED"", ""Glass roof fixed"", ""Head airbag system (windowbag) front + rear"", ""Headlight LED - Up level (adaptive headlights)"", ""Heating/air-conditioning: heat pump (Supermanifold)"", ""Inductive charging tray for Smartphone"", ""Interior equipment Premium black"", ""Kneebag driver side/passenger side"", ""Liftgate opening electr."", ""Light alloy rims 8,5x18 (Photon)"", ""Multi-media interface 2 x USB (type C) front and 2 x USB charging port (type C) center console rear"", ""Parking brake electronic (EPB)"", ""Rear lights LED"", ""Rear seat backrest split/folding (60:40)"", ""Reversing camera HD"", ""Seat heating front"", ""Seats front electrically adjustable (12-way)"", ""Sidebag front"", ""Sound system Premium"", ""Steering wheel heated"", ""Subwoofer"", ""Tesla Collision Repair Time (CRT)"", ""Tire 235/45 R18 ..W"", ""Transmission for electric vehicle"", ""Type of drive: all-wheel drive"", ""Voice control system"", ""Wi-Fi on Board""]}",{type_2},,"{registration_certificate_part_1,registration_certificate_part_2,coc_certificate}",owned,private,0,f,t,f,f,3fa30d92-ae35-4fd5-b430-dcf92c15666f,7qklsg,1,2025-10-21 06:35:24.945+00,2025-10-20 06:35:45.493+00,96aba9bd-a105-4a42-9064-f2f121466895,2025-10-22 08:39:51.483+00,1,21300,21300,2025-10-22 08:39:50.999+00,FALSE,Old Date & Not Labeled
Tesla,Model Y,"Long Range Dual AWD (75.0 kWh, 378.0 kW)",40360,2022-12-29,378,awd,Standard,1,1,0,2,t,t,,75,78,,,marginally_taxed,f,2,"Light stone chip on the hood; Scratch on rear passenger side, scratch on winter tires; Rear-end collision, tailgate and rear bumper renewed by Tesla Bodyshop (€8900); completely graphene coated",2025-04-28 09:00:00+00,2025-10-21 09:00:00+00,closed_seller_declined,32600.0,3,54990,acc,,,,,front_and_rear_seats,none,,,,rear,t,,,"{""specialEquipment"": [], ""standardEquipment"": [""14 speaker(s)"", ""Acoustic pedestrian protection (warning speaker)"", ""Airbag driver side/passenger side"", ""Antilock braking system (ABS)"", ""Body: 5-door"", ""Center armrest front with storage compartment"", ""Central locking system / starting system Keyless-Entry"", ""Colour touchscreen (15,0 inch)"", ""Cruise control"", ""Custom paintwork Pearl white"", ""Daytime running lights LED"", ""Driver assistance system: automatic distance control (ACC)"", ""Driver assistance system: autopilot Generation 1.0"", ""Electric motor 378 kW (cont. 153 kW)"", ""Electronic Stability Control (ESP)"", ""Exterior mirror electrically heated and folding"", ""Front fog lights LED"", ""Hands-free system Bluetooth"", ""Head airbag system (windowbag) front + rear"", ""Headlight LED"", ""Headlight leveling control electric"", ""Heating/air-conditioning: heat pump (Supermanifold)"", ""HV battery 75 kWh"", ""Interior equipment black"", ""Kneebag driver side/passenger side"", ""Light-alloy rims"", ""Multi-media interface 2 x USB (type C) front and 2 x USB charging port (type C) center console rear"", ""Navigation system with map display"", ""Panoramic glass roof (fully-glazed roof surface)"", ""Radio reception digital (DAB+)"", ""Rain sensor"", ""Rear seat backrest split/folding (60:40)"", ""Reversing camera HD"", ""Seat heating front"", ""Seat heating rear"", ""Seats front electrically adjustable"", ""Sensor Temperature/window fogging detection"", ""Sidebag front"", ""Sound system Premium"", ""Steering wheel with multiple function"", ""Subwoofer"", ""Tire pressure control system"", ""Transmission for electric vehicle"", ""Type of drive: all-wheel drive"", ""Voice control system"", ""Wheelbase 2890 mm"", ""Wi-Fi on Board"", ""Windshield washer jets heated""]}","{type_2,schuko}",,"{registration_certificate_part_1,registration_certificate_part_2,coc_certificate}",owned,private,0,t,t,f,f,fec6ed6e-77ac-46da-9f24-db589c2754f6,86fvn3,1,2025-10-19 22:29:11.769+00,2025-10-19 22:26:01.034+00,df42592d-f73a-424f-ba89-2dd3be8e46d2,2025-10-21 08:27:35.51+00,3,32600,23300,2025-10-21 08:27:35.128+00,FALSE,Old Date & Not Labeled
Tesla,Model 3,"Long Range Dual AWD (75 kWh, 258 kW)",151000,2019-02-20,324,awd,Full self driving,1,0,0,1,f,t,,73.5,78.8,,,marginally_taxed,t,2,Stone chip on front bumper; Light scratches on the steering wheel; Rims are scratched,2025-04-28 09:00:00+00,2025-10-21 09:00:00+00,closed_seller_declined,16100.0,5,57780,acc,,,,,front_seats,none,,,,rear,f,,,"{""specialEquipment"": [], ""standardEquipment"": [""15 speaker(s)"", ""Airbag driver side/passenger side"", ""Antilock braking system (ABS)"", ""Body: 4-door"", ""Center armrest front with storage compartment"", ""Central locking system / starting system Keyless-Entry"", ""Custom paintwork Pearl white"", ""Driver assistance system: automatic distance control (ACC) with forward-radar assistant"", ""Driver assistance system: autonomous emergency braking assistance (AEB)"", ""Driver assistance system: autopilot (Basic)"", ""Driver assistance system: collision warning system (Forward Collision Warning, FCW)"", ""Electric motor 258 kW (cont. 153 kW)"", ""Electronic Stability Control (ESP)"", ""Exterior mirror electrically heated and folding"", ""Exterior mirror fold-up"", ""Front fog lights LED"", ""Glass roof fixed"", ""Head airbag system (windowbag) front + rear"", ""Heating/air-conditioning: heat pump (Supermanifold)"", ""Inductive charging tray for Smartphone"", ""Interior equipment Premium black"", ""Kneebag driver side/passenger side"", ""Liftgate opening electr."", ""Light-alloy rims"", ""Multi-media interface 2 x USB (type C) front and 2 x USB charging port (type C) center console rear"", ""Parking brake electronic (EPB)"", ""Rear lights LED"", ""Rear seat backrest split/folding (60:40)"", ""Reversing camera HD"", ""Seat heating front"", ""Seats front electrically adjustable (12-way)"", ""Sidebag front"", ""Sound system Premium"", ""Steering wheel heated"", ""Subwoofer"", ""Transmission for electric vehicle"", ""Type of drive: all-wheel drive"", ""Voice control system"", ""Wi-Fi on Board""]}",{type_2},,"{registration_certificate_part_1,registration_certificate_part_2,coc_certificate}",owned,private,5200,t,t,f,f,69de8684-6286-484b-b3c2-1cb91433c0ad,fh7gqi,1,2025-10-19 22:13:50.04+00,2025-10-19 21:27:14.48+00,9c773ad3-45f8-4107-b4b9-591238593648,2025-10-21 08:44:11.752+00,5,16100,12500,2025-10-21 08:44:11.175+00,FALSE,Old Date & Not Labeled
Tesla,Model Y,"Performance Dual AWD (75.0 kWh, 393.0 kW)",65800,2022-06-10,393,awd,Enhanced,1,0,0,1,t,t,,75,78.1,,,marginally_taxed,t,2,"Scratch rear passenger side door, scratch front passenger side bumper, paint chipping at the front; Scratch rear passenger side; Coilover suspension ST",2025-04-28 09:00:00+00,2025-10-21 09:00:00+00,closed_seller_declined,32500.0,5,59990,acc,,,,,front_and_rear_seats,none,,,,rear,f,,,"{""specialEquipment"": [], ""standardEquipment"": [""14 speaker(s)"", ""Acoustic pedestrian protection (warning speaker)"", ""Airbag driver side/passenger side"", ""Antilock braking system (ABS)"", ""Body: 5-door"", ""Center armrest front with storage compartment"", ""Central locking system / starting system Keyless-Entry"", ""Colour touchscreen (15,0 inch)"", ""Cruise control"", ""Custom paintwork Pearl white"", ""Daytime running lights LED"", ""Driver assistance system: automatic distance control (ACC)"", ""Driver assistance system: autopilot Generation 1.0"", ""Electric motor 378 kW (cont. 153 kW)"", ""Electronic Stability Control (ESP)"", ""Exterior mirror electrically heated and folding"", ""Front fog lights LED"", ""Hands-free system Bluetooth"", ""Head airbag system (windowbag) front + rear"", ""Headlight LED"", ""Headlight leveling control electric"", ""Heating/air-conditioning: heat pump (Supermanifold)"", ""HV battery 75 kWh"", ""Interior equipment black"", ""Kneebag driver side/passenger side"", ""Light-alloy rims"", ""Multi-media interface 2 x USB (type C) front and 2 x USB charging port (type C) center console rear"", ""Navigation system with map display"", ""Panoramic glass roof (fully-glazed roof surface)"", ""Radio reception digital (DAB+)"", ""Rain sensor"", ""Rear seat backrest split/folding (60:40)"", ""Reversing camera HD"", ""Seat heating front"", ""Seat heating rear"", ""Seats front electrically adjustable"", ""Sensor Temperature/window fogging detection"", ""Sidebag front"", ""Sound system Premium"", ""Steering wheel with multiple function"", ""Subwoofer"", ""Tire pressure control system"", ""Transmission for electric vehicle"", ""Type of drive: all-wheel drive"", ""Voice control system"", ""Wheelbase 2890 mm"", ""Wi-Fi on Board"", ""Windshield washer jets heated""]}","{type_2,schuko}",,{registration_certificate_part_1},financing,private,0,t,t,f,f,bf4bb05a-a651-4072-a3b9-abc90febcb51,006mt7,1,2025-10-19 22:16:37.638+00,2025-10-19 20:58:08.076+00,0a13efab-e0f3-420c-a516-38bb46085747,2025-10-21 08:08:12.437+00,5,32500,25300,2025-10-21 08:28:18.554+00,FALSE,Old Date & Not Labeled
Tesla,Model 3,"Standard Range RWD (58.0 kWh, 239.0 kW)",67887,2022-12-23,208,rwd,Standard,1,1,0,2,t,t,,57.5,60,,,vat_deductible,t,2,Stone chip on passenger side mirror,2025-04-28 09:00:00+00,2025-10-20 09:00:00+00,closed_seller_declined,19300.0,3,45560,acc,,,,,front_seats,none,,,,rear,f,,,"{""specialEquipment"": [], ""standardEquipment"": [""15 speaker(s)"", ""Airbag driver side/passenger side"", ""Antilock braking system (ABS)"", ""Body: 4-door"", ""Center armrest front with storage compartment"", ""Central locking system / starting system Keyless-Entry"", ""Custom paintwork Pearl white"", ""Driver assistance system: automatic distance control (ACC) with forward-radar assistant"", ""Driver assistance system: autonomous emergency braking assistance (AEB)"", ""Driver assistance system: autopilot (Basic)"", ""Driver assistance system: collision warning system (Forward Collision Warning, FCW)"", ""Electric motor 239 kW"", ""Exterior mirror electrically heated and folding"", ""Exterior mirror fold-up"", ""Front fog lights LED"", ""Glass roof fixed"", ""Head airbag system (windowbag) front + rear"", ""Heating/air-conditioning: heat pump (Supermanifold)"", ""HV battery 60 kWh"", ""Inductive charging tray for Smartphone"", ""Interior equipment Premium black"", ""Kneebag driver side/passenger side"", ""Liftgate opening electr."", ""Light-alloy rims"", ""Model year 2021"", ""Multi-media interface 2 x USB (type C) front and 2 x USB charging port (type C) center console rear"", ""Parking brake electronic (EPB)"", ""Rear lights LED"", ""Rear seat backrest split/folding (60:40)"", ""Reversing camera HD"", ""Seat heating front"", ""Seats front electrically adjustable (12-way)"", ""Sound system Premium"", ""Steering wheel heated"", ""Subwoofer"", ""Transmission for electric vehicle"", ""Type of drive: rear-wheel drive"", ""Voice control system"", ""Wi-Fi on Board""]}","{type_2,schuko}",,"{registration_certificate_part_1,registration_certificate_part_2,coc_certificate}",owned,company,0,f,t,f,f,f7a69f78-7b9e-463c-afb5-43268572bb0d,onfd1i,1,2025-10-17 09:33:04.92+00,2025-10-17 09:27:54.685+00,8d523e89-db18-4709-bd46-e8946c8bf98c,2025-10-17 10:53:57.936+00,3,19300,17200,2025-10-20 07:54:06.188+00,FALSE,Old Date & Not Labeled
